timestamp(ms),Speed_RPM,Error,
"1705049912.56","63.34",,
"1705049912.563",,"36.66",
"1705049912.571","59.71",,
"1705049912.573",,"40.29",
"1705049912.582","56.56",,
"1705049912.585",,"43.44",
"1705049912.594","56.48",,
"1705049912.596",,"43.52",
"1705049912.606","53.57",,
"1705049912.612",,"46.43",
"1705049912.617","51.8",,
"1705049912.619",,"48.2",
"1705049912.629","52.23",,
"1705049912.631",,"47.77",
"1705049912.642","50.27",,
"1705049912.645",,"49.73",
"1705049912.651","54.74",,
"1705049912.654",,"45.26",
"1705049912.663","55.97",,
"1705049912.664",,"44.03",
"1705049912.676","53.65",,
"1705049912.678",,"46.35",
"1705049912.686","51.94",,
"1705049912.688",,"48.06",
"1705049912.697","61.78",,
"1705049912.7",,"38.22",
"1705049912.709","52.89",,
"1705049912.711",,"47.11",
"1705049912.72","54.43",,
"1705049912.722",,"45.57",
"1705049912.731","64.21",,
"1705049912.733",,"35.79",
"1705049912.744","54.66",,
"1705049912.746",,"45.34",
"1705049912.754","55.89",,
"1705049912.756",,"44.11",
"1705049912.766","65.56",,
"1705049912.77",,"34.44",
"1705049912.778","58.96",,
"1705049912.779",,"41.04",
"1705049912.789","55.97",,
"1705049912.792",,"44.03",
"1705049912.801","62.5",,
"1705049912.803",,"37.5",
"1705049912.812","58.32",,
"1705049912.814",,"41.68",
"1705049912.824","55.89",,
"1705049912.826",,"44.11",
"1705049912.835","62.81",,
"1705049912.837",,"37.19",
"1705049912.847","58.87",,
"1705049912.848",,"41.13",
"1705049912.858","61.98",,
"1705049912.86",,"38.02",
"1705049912.87","61.98",,
"1705049912.872",,"38.02",
"1705049912.883","54.03",,
"1705049912.887",,"45.97",
"1705049912.894","58.5",,
"1705049912.896",,"41.5",
"1705049912.904","58.59",,
"1705049912.906",,"41.41",
"1705049912.916","54.11",,
"1705049912.919",,"45.89",
"1705049912.928","51.02",,
"1705049912.929",,"48.98",
"1705049912.939","59.24",,
"1705049912.941",,"40.76",
"1705049912.951","52.67",,
"1705049912.952",,"47.33",
"1705049912.962","50.07",,
"1705049912.964",,"49.93",
"1705049912.974","59.81",,
"1705049912.976",,"40.19",
"1705049912.986","52.74",,
"1705049912.988",,"47.26",
"1705049912.997","54.9",,
"1705049912.999",,"45.1",
"1705049913.009","65.79",,
"1705049913.01",,"34.21",
"1705049913.02","56.56",,
"1705049913.022",,"43.44",
"1705049913.032","58.41",,
"1705049913.034",,"41.59",
"1705049913.044","66.49",,
"1705049913.045",,"33.51",
"1705049913.055","62.81",,
"1705049913.056",,"37.19",
"1705049913.067","67.08",,
"1705049913.068",,"32.92",
"1705049913.078","60.1",,
"1705049913.08",,"39.9",
"1705049913.09","56.48",,
"1705049913.091",,"43.52",
"1705049913.101","53.04",,
"1705049913.103",,"46.96",
"1705049913.113","52.67",,
"1705049913.115",,"47.33",
"1705049913.124","50.07",,
"1705049913.126",,"49.93",
"1705049913.136","53.57",,
"1705049913.137",,"46.43",
"1705049913.147","53.04",,
"1705049913.149",,"46.96",
"1705049913.159","46.13",,
"1705049913.161",,"53.87",
"1705049913.171","45.96",,
"1705049913.172",,"54.04",
"1705049913.182","52.23",,
"1705049913.184",,"47.77",
"1705049913.194","56.82",,
"1705049913.195",,"43.18",
"1705049913.205","54.66",,
"1705049913.207",,"45.34",
"1705049913.216","56.22",,
"1705049913.218",,"43.78",
"1705049913.228","64.43",,
"1705049913.229",,"35.57",
"1705049913.239","60.68",,
"1705049913.241",,"39.32",
"1705049913.251","72.53",,
"1705049913.253",,"27.47",
"1705049913.262","66.14",,
"1705049913.265",,"33.86",
"1705049913.274","70.89",,
"1705049913.276",,"29.11",
"1705049913.285","62.92",,
"1705049913.287",,"37.08",
"1705049913.297","58.05",,
"1705049913.299",,"41.95",
"1705049913.309","53.65",,
"1705049913.311",,"46.35",
"1705049913.32","52.45",,
"1705049913.322",,"47.55",
"1705049913.331","49.15",,
"1705049913.333",,"50.85",
"1705049913.343","51.94",,
"1705049913.345",,"48.06",
"1705049913.354","53.04",,
"1705049913.356",,"46.96",
"1705049913.366","43.6",,
"1705049913.368",,"56.4",
"1705049913.378","42.96",,
"1705049913.379",,"57.04",
"1705049913.389","45.07",,
"1705049913.391",,"54.93",
"1705049913.401","51.3",,
"1705049913.402",,"48.7",
"1705049913.412","54.27",,
"1705049913.414",,"45.73",
"1705049913.423","63.24",,
"1705049913.426",,"36.76",
"1705049913.435","60.88",,
"1705049913.437",,"39.12",
"1705049913.447","62.09",,
"1705049913.449",,"37.91",
"1705049913.458","68.56",,
"1705049913.46",,"31.44",
"1705049913.47","64.1",,
"1705049913.472",,"35.9",
"1705049913.481","65.79",,
"1705049913.483",,"34.21",
"1705049913.494","65.22",,
"1705049913.495",,"34.78",
"1705049913.505","60.39",,
"1705049913.507",,"39.61",
"1705049913.516","57.25",,
"1705049913.518",,"42.75",
"1705049913.528","60.78",,
"1705049913.53",,"39.22",
"1705049913.539","53.72",,
"1705049913.541",,"46.28",
"1705049913.551","51.72",,
"1705049913.552",,"48.28",
"1705049913.563","51.8",,
"1705049913.564",,"48.2",
"1705049913.574","49.73",,
"1705049913.576",,"50.27",
"1705049913.585","53.57",,
"1705049913.587",,"46.43",
"1705049913.597","54.9",,
"1705049913.599",,"45.1",
"1705049913.609","53.27",,
"1705049913.611",,"46.73",
"1705049913.62","52.08",,
"1705049913.622",,"47.92",
"1705049913.632","60.19",,
"1705049913.634",,"39.81",
"1705049913.643","56.99",,
"1705049913.645",,"43.01",
"1705049913.655","54.66",,
"1705049913.656",,"45.34",
"1705049913.666","62.19",,
"1705049913.668",,"37.81",
"1705049913.678","58.5",,
"1705049913.68",,"41.5",
"1705049913.689","55.89",,
"1705049913.691",,"44.11",
"1705049913.702","62.81",,
"1705049913.703",,"37.19",
"1705049913.713","56.22",,
"1705049913.715",,"43.78",
"1705049913.724","62.4",,
"1705049913.726",,"37.6",
"1705049913.736","57.34",,
"1705049913.738",,"42.66",
"1705049913.748","56.31",,
"1705049913.749",,"43.69",
"1705049913.759","61.78",,
"1705049913.761",,"38.22",
"1705049913.77","57.25",,
"1705049913.772",,"42.75",
"1705049913.782","56.39",,
"1705049913.784",,"43.61",
"1705049913.794","56.05",,
"1705049913.795",,"43.95",
"1705049913.805","61.58",,
"1705049913.807",,"38.42",
"1705049913.817","56.14",,
"1705049913.819",,"43.86",
"1705049913.828","55.39",,
"1705049913.83",,"44.61",
"1705049913.84","61.48",,
"1705049913.842",,"38.52",
"1705049913.851","56.31",,
"1705049913.853",,"43.69",
"1705049913.863","60.88",,
"1705049913.898","61.78","38.22",
"1705049913.899","55.97","44.03",
"1705049913.916","60.58","39.42",
"1705049913.918","54.82","45.18",
"1705049913.921","54.82",,
"1705049913.923",,"45.18",
"1705049913.932","58.59",,
"1705049913.935",,"41.41",
"1705049913.944","52.45",,
"1705049913.946",,"47.55",
"1705049913.955","52.67",,
"1705049913.957",,"47.33",
"1705049913.967","56.31",,
"1705049913.968",,"43.69",
"1705049913.978","56.9",,
"1705049913.98",,"43.1",
"1705049913.989","51.44",,
"1705049913.991",,"48.56",
"1705049914.001","50.81",,
"1705049914.003",,"49.19",
"1705049914.012","52.97",,
"1705049914.014",,"47.03",
"1705049914.024","54.35",,
"1705049914.026",,"45.65",
"1705049914.036","55.15",,
"1705049914.038",,"44.85",
"1705049914.047","62.6",,
"1705049914.049",,"37.4",
"1705049914.059","57.96",,
"1705049914.061",,"42.04",
"1705049914.07","63.24",,
"1705049914.072",,"36.76",
"1705049914.082","64.66",,
"1705049914.084",,"35.34",
"1705049914.094","59.43",,
"1705049914.095",,"40.57",
"1705049914.105","69.7",,
"1705049914.107",,"30.3",
"1705049914.117","59.9",,
"1705049914.118",,"40.1",
"1705049914.128","53.88",,
"1705049914.13",,"46.12",
"1705049914.139","60.29",,
"1705049914.141",,"39.71",
"1705049914.151","48.64",,
"1705049914.153",,"51.36",
"1705049914.162","47.41",,
"1705049914.164",,"52.59",
"1705049914.174","45.62",,
"1705049914.176",,"54.38",
"1705049914.186","45.62",,
"1705049914.187",,"54.38",
"1705049914.197","43.66",,
"1705049914.199",,"56.34",
"1705049914.209","42.52",,
"1705049914.21",,"57.48",
"1705049914.22","53.57",,
"1705049914.222",,"46.43",
"1705049914.232","50.54",,
"1705049914.234",,"49.46",
"1705049914.244","54.99",,
"1705049914.246",,"45.01",
"1705049914.255","62.71",,
"1705049914.257",,"37.29",
"1705049914.266","59.9",,
"1705049914.268",,"40.1",
"1705049914.278","62.6",,
"1705049914.28",,"37.4",
"1705049914.29","72.39",,
"1705049914.292",,"27.61",
"1705049914.301","66.49",,
"1705049914.303",,"33.51",
"1705049914.313","73.1",,
"1705049914.315",,"26.9",
"1705049914.324","63.45",,
"1705049914.326",,"36.55",
"1705049914.336","59.06",,
"1705049914.338",,"40.94",
"1705049914.348","61.88",,
"1705049914.349",,"38.12",
"1705049914.359","54.43",,
"1705049914.361",,"45.57",
"1705049914.371","48.7",,
"1705049914.373",,"51.3",
"1705049914.382","50.81",,
"1705049914.384",,"49.19",
"1705049914.394","49.15",,
"1705049914.395",,"50.85",
"1705049914.405","43.4",,
"1705049914.407",,"56.6",
"1705049914.417","46.07",,
"1705049914.419",,"53.93",
"1705049914.428","50.27",,
"1705049914.43",,"49.73",
"1705049914.44","47.11",,
"1705049914.442",,"52.89",
"1705049914.451","51.58",,
"1705049914.453",,"48.42",
"1705049914.463","58.78",,
"1705049914.465",,"41.22",
"1705049914.475","56.05",,
"1705049914.476",,"43.95",
"1705049914.486","58.69",,
"1705049914.488",,"41.31",
"1705049914.498","70.62",,
"1705049914.5",,"29.38",
"1705049914.509","64.66",,
"1705049914.511",,"35.34",
"1705049914.521","69.57",,
"1705049914.523",,"30.43",
"1705049914.532","62.6",,
"1705049914.534",,"37.4",
"1705049914.544","57.52",,
"1705049914.546",,"42.48",
"1705049914.555","54.35",,
"1705049914.557",,"45.65",
"1705049914.567","56.9",,
"1705049914.569",,"43.1",
"1705049914.579","50.34",,
"1705049914.58",,"49.66",
"1705049914.59","53.65",,
"1705049914.592",,"46.35",
"1705049914.602","52.45",,
"1705049914.604",,"47.55",
"1705049914.614","47.59",,
"1705049914.615",,"52.41",
"1705049914.625","44.64",,
"1705049914.627",,"55.36",
"1705049914.637","50.13",,
"1705049914.638",,"49.87",
"1705049914.648","55.47",,
"1705049914.65",,"44.53",
"1705049914.66","54.19",,
"1705049914.662",,"45.81",
"1705049914.671","61.88",,
"1705049914.673",,"38.12",
"1705049914.683","64.88",,
"1705049914.684",,"35.12",
"1705049914.695","61.17",,
"1705049914.696",,"38.83",
"1705049914.706","73.53",,
"1705049914.708",,"26.47",
"1705049914.718","67.2",,
"1705049914.72",,"32.8",
"1705049914.729","65.1",,
"1705049914.731",,"34.9",
